Price,Condo_Fee,Neighbourhood,Size_m2,Rooms,Bathrooms,Garage_Spots,Published,Description
R$ 320.000,R$ 326 Condominio,"Sudoeste, Brasília",42 m² tot.,1 quartos,1 banheiro,"Shcsw clsw 103 - Sudoeste. Imóvel encantador, pronto para proporcionar conforto e praticidade em sua vida. Esta é a oportunidade perfeita para quem procura um espaço totalmente mobiliado, onde você pode se mudar imediatamente e desfrutar de todas as comodidades oferecidas. 42m² distribuídos em: - Sala de estar com mesa, bancos, armários, rack, tv, aparador e um sofá-cama; - Cozinha equipada com geladeira, fogão, filtro de água, armários para armazenamento, máquina de lavar e micro-ondas; - 1 Quarto com camas de solteiro, armário, estante e mesa de cabeceira; - 1 Banheiro social equipado com box em vidro temperado. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 27 dias,
R$ 540.000,R$ 1.146 Condominio,"Setor de Hotéis e Turismo Norte, Brasília",37 m² tot.,1 quartos,1 banheiro,,Publicado há 26 dias,"Apartamento com 37 metros mobiliado, para venda, todo reformado, com: - Cozinha completa; - Piso em porcelanato polido; - Rico em armários; - Segundo andar. Localização privilegiada!! O melhor lugar para você e sua Família. Viver às margens do Lago Paranoá é um grande privilégio. O LakeSide é um resort urbano e reúne qualidade de vida bem no coração de Brasília. Isto faz com que o conforto e a comodidade sejam pontos primordiais neste empreendimento, projetado especialmente para você e sua família morarem com estilo e praticidade. No LakeSide você encontra os serviços do dia a dia com os melhores prestadores. Equipe de manutenção, tv a cabo, serviços de limpeza, Baby Care, After School e Escola de Inglês. Também tem Massagem, Salão de Beleza e Estética, Barbearia, Loja de Conveniência, Adega, Cafeteria e um Restaurante à beira lago com aquela vista espetacular. Já imaginou todo fim de semana curtir a vida na piscina com uma vista sensacional às margens do Lago Paranoá? O LakeSide conta com uma estrutura diferenciada, com uma programação cultural, esportiva e infantil incrível! Nossa área de lazer conta com piscina adulto, piscina infantil, piscina com ofurô, sauna, quadras de tênis, quadra poliesportiva, quadra de areia, 400 m2 de academia com vista pro Lago Paranoá e muito mais. Agende agora A sua visita com um de nossos corretores! Alladyno (61) Ver dados. danielle (61) Ver dados. jonatas (61) Ver dados. micael (61) Ver dados. alladyno corretor de imóveis É especialista em unidades no lake side, the sun E em outras regiões; vende, aluga ou administra O seu imóvel com agilidade, E, sobretudo profissionalismo ético."
R$ 2.178.709,,"Park Sul, Brasília",129 m² tot.,4 quartos,5 ban.,2 vaga,Publicado há 12 dias,
R$ 380.000,R$ 480 Condominio,"Sudoeste, Brasília",35 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 27 dias,
R$ 680.000,R$ 550 Condominio,"Asa Sul, Brasília",64 m² tot.,2 quartos,1 banheiro,,Publicado há 4 dias,
R$ 1.350.000,R$ 1.109 Condominio,"Asa Norte, Brasília",138 m² tot.,3 quartos,2 ban.,1 vaga,Publicado há 3 dias,
R$ 375.000,R$ 362 Condominio,"Guará II, Brasília",38 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 26 dias,
R$ 323.000,R$ 420 Condominio,"Asa Norte, Brasília",28 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 13 dias,
R$ 580.000,R$ 450 Condominio,"Asa Sul, Brasília",53 m² tot.,2 quartos,1 banheiro,,Publicado há 27 dias,"Apartamento reformado - sqs 415 Permita-se morar neste imóvel que oferece praticidade e tranquilidade. Localização: Localização privilegiada, próximo ao restaurante, lanchonete, farmácia, lojas, entre outras conveniências diversas. Imóvel: Apartamento nascente, com área privativa de 53, 33m². Sala bem iluminada. 02 quartos. Banheiro social. Cozinha. Área de serviço. Diferenciais: Aceita financiamento. Com habite-se. Condomínio: Guarita. (Os preços e informações poderão sofrer mudanças sem aviso prévio. Por este motivo, solicitamos a confirmação com nossos consultores.)"
R$ 350.000,R$ 420 Condominio,"Águas Claras, Brasília",35 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 28 dias,"Unq vende com exclusividade!! Apresentamos uma oportunidade única para viver em um ambiente verdadeiramente diferenciado. Este. apartamento à venda no df Plaza Residencial não é apenas uma moradia; é a expressão máxima de. luxo, conveniência e estilo de vida urbano. Características Destacadas: Localização Privilegiada: Imagine-se viver em um novo conceito de moradia, e ter toda as comodidades. que somente o renomado df Plaza Shopping pode oferecer. Desfrute da proximidade dos melhores. restaurantes, bares e lojas de departamento, incluindo nomes como Outback, Coco Bambu, five, Jerônimo, Carrefour e Sam's Club. Ambiente Diferenciado: O df Plaza Shopping não é apenas um shopping; é um destino de estilo de vida. Com uma seleção exclusiva de lojas, restaurantes e entretenimento, você terá à disposição o que há de. melhor em termos de conveniência e lazer. Estação Estrada Parque ao Lado: A localização estratégica ao lado da Estação Estrada Parque e da. entrada de Águas Claras pela eptg oferece uma conexão direta com o transporte público, facilitando. seus deslocamentos pela cidade. Apartamento Mobiliado com Sofisticação: Este apartamento é oferecido totalmente mobiliado, apresentando um design moderno e funcional. O ar-condicionado proporciona conforto climático em. todos os ambientes, criando um refúgio perfeito para relaxar e receber. Conta com: - Geladeira; - Fogão elétrico; - Micro-ondas; - Depurador de ar para o fogão. - Rack e painel de tv; - tv 32”; - Cama casal box com colchão; - 2 cadeiras acabamento em palha; - 2 cadeiras acabamento em plástico para balcão; - Cortinas com black-out; - Guarda-roupas embutido de duas portas; - Sapateira; df Plaza Residencial - O Diferencial: Conectividade e Comodidade: Viver no df Plaza Residencial significa ter acesso a uma gama de. serviços e facilidades diretamente no seu ambiente residencial, proporcionando uma experiência de. vida urbana única. Com uma área de lazer extremamente completa, conta com piscina com raia, 3. salões de festas, 3 espaços gourmet, academia moderna, sala de cinema e uma moderna lavanderia. Segurança e Infraestrutura: O residencial oferece segurança 24 horas, garantindo tranquilidade aos. moradores, com a acesso por biometria. Além disso, a infraestrutura é projetada para atender aos mais. altos padrões de qualidade. Esta é a sua oportunidade de mergulhar em um estilo de vida sem igual. Agende uma visita e descubra como este apartamento no df Plaza Residencial pode transformar seu dia a dia em uma experiência de. viver exclusiva e sofisticada. Agende sua visita! (61) 9. Ver dados (WhatsApp / Telegram) As informações financeiras e de metragem privativa poderão ser atualizadas a qualquer momento conforme a Certidão de Matrícula do Imóvel."
R$ 3.891.849,,"Sudoeste, Brasília",186 m² tot.,3 quartos,6 ban.,3 vaga,Publicado hoje,
R$ 280.000,R$ 350 Condominio,"Sudoeste, Brasília",55 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 27 dias,
R$ 805.000,,"Sobradinho, Brasília",131 m² tot.,3 quartos,2 ban.,2 vaga,Publicado há 4 dias,"3 Quartos | 2 Vagas | 2 Elevadores | Armários | Área Privativa: 131, 71m² | R$805. 000, 00. Localização: Quadra 06, Sobradinho/df. Morar bem e no coração de Sobradinho, em cobertura espetacular com bela vista da cidade. E podendo desfrutar de toda a comodidade de ter tudo perto, fácil acesso ao comércio local. Apartamento composto por: - 3 Quartos amplos com guarda-roupas; - Sala de estar e jantar integrados; - 2 Banheiros para atender bem a todos; - Cozinha com armários planejados; -Área de serviço coberta; - Garagem coberta para 2 veículos. Área privativa: 131, 71m² Valor: R$805. 000, 00. Gostou? Agende uma visita, será um prazer lhe atender! Up Soluções Imobiliárias - creci/df Ver dados-J. Contato e Whatsapp: +55 ( 6 1) 9 8 2 6 8 - 1 0 5 0. Site: YouTube. com/paulohenriqueimoveis. Instagram. com/paulohenriqueimoveis. Facebook. me/paulohenriqueimoveisdf. Chave do anúncio: vyvhwzmj2rlqwxkx"
R$ 390.000,R$ 501 Condominio,"Sudoeste, Brasília",27 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 2 dias,
R$ 330.000,R$ 450 Condominio,"Asa Norte, Brasília",33 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 4 dias,
R$ 1.300.000,,"Noroeste, Brasília",78 m² tot.,2 quartos,2 ban.,2 vaga,Publicado há 25 dias,
R$ 1.390.000,R$ 1.170 Condominio,"Asa Sul, Brasília",136 m² tot.,3 quartos,3 ban.,1 vaga,Publicado há 25 dias,"Apartamento Nascente na sqs 109!! Imóvel possui: - 03 quartos, sendo 01 suíte; - Roupeiro no corredor; - Ar-condicionado nos 03 quartos e na sala; - Armários em todos os ambientes; - 01 vaga de garagem coberta; * Prédio possui brinquedoteca e vigilância 24h. * Excelente localização, com estação de metro próximo, comércio, mercados, farmácias. Agende agora uma visita e conheça também as outras opções de imóveis que temos na nossa carteira! Pilotis Imóveis: (61) Ver dados"
R$ 290.000,,"Setor Habitacional Jardins Mangueiral, Brasília",48 m² tot.,2 quartos,1 banheiro,1 vaga,Publicado há 5 dias,"Ótimo Apartamento de 02 Quartos (1°Andar) Localizado no Jardins Mangueiral qc 09 por R$290. 000, 00. Sala revestida em porcelanato, é um espaço amplo e versátil, com a presença de trilhos eletrificados e nichos suspensos, adicionando funcionalidade ao ambiente. Varanda, integrada à sala, oferece não apenas uma vista agradável, mas também a segurança de uma rede de proteção, tornando o espaço perfeito para momentos relaxantes. A cozinha, revestida em cerâmica, é equipada com armários planejados e um filtro, garantindo organização e eficiência no dia-a-dia. A área de serviço adjacente a cozinha, confere de armários planejados, tanque e rede de proteção. Os dois quartos, com piso em porcelanato, proporcionam ambientes acolhedores, com armários planejados e rede de proteção, garantindo segurança e conforto. Um dos quartos destaca-se pelo nicho suspenso, enquanto o outro apresenta um beliche planejado, otimizando o espaço de forma inteligente. Banheiro revestido em cerâmica, é equipado com espelho e box em blindex, garantindo um ambiente prático aos residentes. O apartamento conta ainda com uma vaga de garagem, oferecendo comodidade aos moradores. Condomínio Jardins dos Jatobás está localizado próximo aos comércios locais como, padarias, posto de gasolina, colégios, super adega, upa, próximo a pontos de ônibus, conta ainda com uma infraestrutura que traz todo aconchego aos moradores, como, playgrounds, churrasqueira, segurança armada e ronda 24hs. Agende já sua visita! Corretor helder perazzo - creci: 16. 342. (61) Ver dados. corretor erivelto santos - creci: 25. 383. (61) Ver dados. corretor ramon - creci: 26. 558. (61) Ver dados. corretora ana shirley- creci: 26. 489. (61) Ver dados. perazzo imóveis - creci: J Ver dados. (61) Ver dados - 16/02/2024"
R$ 752.000,R$ 559 Condominio,"Sudoeste, Brasília",102 m² tot.,2 quartos,1 banheiro,1 vaga,Publicado há 20 dias,"Excelente apartamento em condomínio fechado à venda!! - Prédio construído pela construtora emplavi. - Apartamento claro, arejado e com excelente luminosidade. - Acessibilidade por ser 1º andar e vaga na parte externa. - Armários planejados. - Prédio com 2 salões de festas, brinquedoteca e parquinho em frente. Agende agora uma visita e conheça também as outras opções de imóveis que temos na nossa carteira! Pilotis ImóveisVer dados"
R$ 590.000,R$ 670 Condominio,"Águas Claras, Brasília",75 m² tot.,3 quartos,2 ban.,1 vaga,Publicado há 27 dias,
R$ 960.000,R$ 961 Condominio,"Águas Claras, Brasília",135 m² tot.,3 quartos,2 ban.,2 vaga,Publicado há 17 dias,
R$ 220.000,R$ 350 Condominio,"Asa Norte, Brasília",20 m² tot.,1 quartos,1 banheiro,,Publicado há 18 dias,
R$ 330.000,,"Sudoeste, Brasília",26 m² tot.,1 quartos,1 banheiro,,Publicado há 27 dias,
R$ 499.900,R$ 500 Condominio,"Asa Norte, Brasília",66 m² tot.,2 quartos,1 banheiro,"Sqn 410 - Asa Norte. Apartamento desocupado em ótima localização, no centro de Brasília, reformado a cerca de 5 anos, com 44m² distribuídos em: - Sala; - Cozinha; - 2 Quartos; - Banheiro; aceita financiamento. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 27 dias,"Sqn 410 - Asa Norte. Apartamento desocupado em ótima localização, no centro de Brasília, reformado a cerca de 5 anos, com 44m² distribuídos em: - Sala; - Cozinha; - 2 Quartos; - Banheiro; aceita financiamento. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024"
R$ 480.000,,"Setor De Radio E Televisao Sul, Brasília",50 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 11 dias,"Atalaia Empreendimentos Imobiliários apresenta: Apartamento com 1 quarto Residencial blend - Reformado, Planejado - Mobiliado - Águas Claras. Composto por: - Cozinha completa com armários planejados, mesa 4 lugares e eletrodomésticos ( Cooktop indução, coifa inox) - Sala ampla planejada, painel ripado, sofá retrátil, ar condicionado. -Escritorio, vista livre. - Quarto planejado com penteadeira planejada, espelho iluminado, criado mudo, cama box, painel de tv, vista livre. -Closet todo planejado. - Banheiro com box blindex, iluminação, espelho com armário, armário planejado, pia de granito. - Projeto de iluminação. - Piso Vinilico em todo apartamento. - 1 vaga de garagem. - O condomínio completo, piscinas aquecidas, sauna, academia, Lavanderia, sauna, Churrasqueiras, mercado Autônomo, salões de festa, salão de Jogos, sala de estudos, área de lazer, área verde, bicicletario, quadra poliesportiva. Aceita financiamento e fgts. Observação: Todos os valores e informações podem sofrer alterações sem aviso prévio. Confira os detalhes com nossos consultores. Para obter mais detalhes ou agendar visitas, entre em contato com nossa equipe. Contato: (61) Ver dados. gv - 18/02/2024"
R$ 850.000,R$ 918 Condominio,"Águas Claras, Brasília",108 m² tot.,4 quartos,4 ban.,2 vaga,Publicado há 27 dias,
